,JPN_UNHEDGED,JPN_HEDGED,AUS_UNHEDGED,AUS_HEDGED,DEU_UNHEDGED,DEU_HEDGED,FRA_UNHEDGED,FRA_HEDGED,CHE_UNHEDGED,CHE_HEDGED,GBR_UNHEDGED,GBR_HEDGED,EQ_UNHEDGED,EQ_HEDGED,RP_UNHEDGED,RP_HEDGED,MV_UNHEDGED,MV_HEDGED
2014-03-31,1.00170937745546,2.8215199867140814,4.887798932568548,0.6765607767661749,1.962653813436089,1.7608818499014394,2.108516096824968,1.6113643719756583,3.14835876397862,3.0453428712722657,1.9523894640574249,1.1837568318832135,1.1749713594102014,0.9160499495585047,1.8695313427653006,0.9092515317726948,2.00849593608017,0.9862209173471482
2014-04-30,0.9763567560534749,2.730257494790178,4.950611152026807,0.6803340660882565,1.9568781953318974,1.7636759578521124,2.142020941907892,1.6442680689586584,3.1884358740071663,3.104585483570338,1.9898819964408618,1.1982523419278508,1.1813204900719076,0.9201626179755775,1.8790613843395065,0.9148604072467009,2.034219154518655,0.9964860569372944
2014-05-31,1.0067572356328733,2.822171314359201,5.014823262224381,0.6789805029367929,2.003312585085817,1.822800211663187,2.1687779762734936,1.6809122106451393,3.2418352855692882,3.1841145410389404,2.0321271945696076,1.2173665909509384,1.2046132425976108,0.9399542497585008,1.9164877562424945,0.9338883753784638,2.065411498243909,1.0253266350922166
2014-06-30,1.0618779306525545,2.9667843304332973,4.952010587672923,0.6629349546102419,1.9788809646135057,1.8075900632774076,2.121025590699798,1.6503752765616133,3.1881319728909236,3.1399623519029056,2.0113060006588612,1.191807227619418,1.2008387657092767,0.9346649159516842,1.9121189574063917,0.9261959511720217,2.0346700074675494,1.0111090512285297
2014-07-31,1.0725526389629259,3.030337688607966,5.128287123804167,0.6865619008038004,1.8677941350744514,1.7344693501706772,2.0177228611376985,1.5958798858739915,3.0706246838051294,3.0669250843296862,1.9488241461622542,1.1786691335000452,1.175398249228569,0.9267678190135068,1.8728403780458316,0.9177364416049502,2.0214046882029355,0.9827826253961727
2014-08-31,1.0195765743941143,3.006371476758048,5.019146259298441,0.6861002944005781,1.8175261560286553,1.7428866588984342,1.9928491540564468,1.6269011812683039,3.071887804085876,3.158213469600765,1.9373809466803134,1.1990676240063431,1.152796171438922,0.9364652144753979,1.8376032093205985,0.9288563651257957,2.0127445758583447,1.0026566204693204
2014-09-30,1.0566699428965352,3.1316750943123552,4.618179842659718,0.645600491474998,1.782087672526474,1.7372317150337937,1.9602352340029652,1.6267191940882557,3.044382840271684,3.1832818936588625,1.8628948324306762,1.1671767640199406,1.128439419502473,0.9303212339551824,1.7993105121169741,0.9205718378953945,1.930399080998397,1.0076866917113005
2014-10-31,0.9863233508083795,3.1451776142155716,4.730383447819764,0.6660309785109897,1.7212064244903187,1.705980253620814,1.8722478215944074,1.5800120196824408,3.003708932919887,3.179399751451801,1.8157062724017197,1.1579348654949442,1.0983443348107216,0.9272384396868014,1.7524758674676681,0.9181698183810124,1.904608345242734,0.9990290224754702
2014-11-30,1.0141601975231802,3.3129457073813544,4.370550369852055,0.6397353526636078,1.8076359134201785,1.8115585107603582,1.9319917919242011,1.648873617936882,3.077874803045644,3.2949410007603923,1.852181514032243,1.1888500395459936,1.1128167234014712,0.9554217788452701,1.7741827477300125,0.944100300899746,1.9516358496808524,1.0487386316768548
2014-12-31,1.0244994379941492,3.3160588486901545,4.344635366141277,0.6454969505969949,1.684035820576943,1.792926181048183,1.8041684717678037,1.6355671815491448,3.1502673693067758,3.2652281960563454,1.7640227120486256,1.1687981792792659,1.084189582837157,0.9499609605238438,1.7334377108613805,0.9384062746208811,1.9975389278131457,1.0429895400824243
2015-01-31,1.02829016250115,3.3422572056476945,4.334907936775247,0.6600772981177983,1.783990774061326,1.940674104631583,1.8954086160322994,1.7559833136180476,2.972947557029959,3.0540250888699028,1.831293316034323,1.1973223276311364,1.1010369733667766,0.9731146632521072,1.7545373204659735,0.9561986971808226,1.8851030021687125,1.0393142863802218
2015-02-28,1.0883371066678151,3.582684758752399,4.5808033920978035,0.6982188350788958,1.809306535339755,2.0596541908289683,1.933643009652715,1.8741438290812322,3.0807518376768974,3.306667873943746,1.8424794922930905,1.2320654657940366,1.136243028111831,1.0331331125019672,1.8116369399283736,1.0150473085657175,1.9534601356854588,1.1166545717357008
2015-03-31,1.1208504670480288,3.662918748060036,4.59532312657436,0.693873279058601,1.887277586593672,2.1485410688396334,1.9615166842903844,1.9012755915055328,3.2053841310288087,3.379748027291444,1.8084466822738035,1.2067878051534868,1.1575546941371204,1.0461141910642182,1.8446351550542541,1.0263287619301436,2.032487668414484,1.1532140023936273
2015-04-30,1.141001163068184,3.7674978358432507,4.615742954769267,0.6783610136188603,1.8830161374724155,2.0759965912262217,2.0456020718663233,1.922875973104609,3.327221346312852,3.417748312771751,1.92084017939064,1.2406670013794328,1.1890383620532645,1.0501432228711611,1.8969160717334992,1.0303045947303338,2.0784805019394015,1.1514791595434948
2015-05-31,1.1679454108739757,3.9449527629554737,4.53509038863758,0.6769942976107266,1.8962822025491237,2.0805203684887523,2.073917081691552,1.9401354530220383,3.3818729158957344,3.485022899220245,1.9482078747641085,1.2468796315455892,1.2004732593141758,1.0643084541641405,1.9155004082184728,1.043060416091774,2.105882102670247,1.1779305884739175
2015-06-30,1.146893134333665,3.860544753023926,4.126451819394678,0.6387334335573603,1.7909492292040796,2.0085043695802867,1.9475068139849527,1.8624917367037668,3.148519960111964,3.338066333427108,1.845975199901552,1.180999474036757,1.1312245897877609,1.0203967808981906,1.8048939015127266,0.9985885501656909,1.9605739182968889,1.1462138579096846
2015-07-31,1.1738361453907646,3.9417347880620963,4.234033915687138,0.6609508130470749,1.874920073877081,2.0785871209690434,2.0864866188365863,1.9730673453594245,3.3134702238597726,3.570952764626954,1.8890312209154712,1.205637781610624,1.1771384903613622,1.0613327277571678,1.8762866571633652,1.039584854864842,2.063287951880035,1.1703195604046577
2015-08-31,1.1133736468980187,3.6452203117445072,3.7968499401076206,0.6099751390427203,1.746788677127238,1.9206248320821473,1.9401861280941521,1.819615036563956,3.1140226621525295,3.381799604299723,1.7569073356434044,1.1383559359319708,1.0940802713099231,0.9879427035227153,1.7442200404074308,0.9688694385601689,1.939092554517134,1.0822830205977203
2015-09-30,1.0346341470351355,3.385505867859401,3.768495421042388,0.5893573597266958,1.665395091721996,1.83314242262175,1.8675536269343416,1.753401706180643,3.0274812645426397,3.286343184360028,1.7246758199726266,1.1158641174192252,1.056086896534473,0.9492530210466112,1.6843018303566906,0.9328360991888235,1.885203486270326,1.0051725831530463
2015-10-31,1.1138492528939625,3.71752662826601,3.9043045584454186,0.611345956225411,1.7614176334123015,2.022497394487943,1.937277023343341,1.8988846930228633,3.0498104593754154,3.455261024770895,1.7777095110520367,1.1598633081467322,1.0993369056813174,1.0145107431574896,1.7519145846979238,0.9934265880650238,1.9614342252746677,1.103751105366439
2015-11-30,1.143180109586704,3.785591203883939,3.937617111335816,0.6040187527192912,1.854977648049472,2.101431914209384,1.9857294289825245,1.9196252593732008,3.112192473662445,3.4876748633437207,1.763577724255246,1.1656616303267282,1.1223308165662707,1.0264573906553123,1.7859496932239802,1.0035670620679307,2.001554166987115,1.1239597973508804
2015-12-31,1.1551607271953512,3.7176908846376495,3.9183738304751548,0.6170477267271761,1.772278528734365,2.017018198493878,1.898175976634332,1.8434570725861006,3.0195974459374417,3.4405395213982115,1.6728588511650895,1.150556457240902,1.0916026793583216,1.008889980173308,1.7375545317562326,0.9881588525388821,1.9865356205146951,1.10379987385417
2016-01-31,1.1121848114288404,3.4667964957809048,3.776650374180848,0.5801533544385914,1.6720889367235778,1.86344733852663,1.8627965397847628,1.7729546072504017,2.9307487754636,3.297949798560737,1.6102557806679416,1.115506102080432,1.0524160830647742,0.9561639634637901,1.6756975507127692,0.9384716073662418,1.9165320794711698,1.0293081521472467
